MURMANSK_CENTER,68.9571,33.0934,http://www.rusnavgeo.ru/
MURMANSK_NORTH,69.0155,33.0944,http://www.rusnavgeo.ru/
MURMANSK_SOUTH,68.8998,33.0715,http://www.rusnavgeo.ru/
SARATOV,51.5514,46.0182,http://www.rusnavgeo.ru/
PRZHEVALSKOE,55.5101,31.8388,http://www.rusnavgeo.ru/
TULA2,54.2167,37.6309,http://www.rusnavgeo.ru/
TYUMEN,57.1579,65.5534,http://www.rusnavgeo.ru/
UGLICH,57.5258,38.3184,http://www.rusnavgeo.ru/
MOSCOW_NORTH,55.8201,37.6197,http://www.rusnavgeo.ru/
MOSCOW_EAST,55.7482,37.7553,http://www.rusnavgeo.ru/
STPETERSBURG,60.0001,30.2563,http://www.rusnavgeo.ru/
MOSCOW_SOUTH,55.6627,37.5475,http://www.rusnavgeo.ru/
Владивосток-1,43.05,131.89,
Владивосток-2,43.06,131.902,
Хабаровск-1,48.46,135.11,
Ростов-на-Дону-1,47.22,39.70,
Тула-1,54.19,36.48,
Тула-2,54.13,36.15,
Тула-3,53.81,36.13,
Тула-4,53.15,38.12,
Тула-5,54.19,37.59,
Тула-6,53.81,36.13,
Тула-7,54.1251,36.4997,
Владимир-1,56.13,42.03,
Владимир-2,55.56,42.03,
Калуга-1,54.09,34.26,
Калуга-2,53.92,34.93,
Калуга-3,53.69,35.42,
Калуга-4,54.28,36.24,
Калуга-5,54.52,36.19,
Калуга-6,54.98,35.49,
Калуга-7,54.78,36.24,
Калуга-8,55.06,36.80,
Калуга-9,54.34,34.97,
Киров-1,60.63,47.18,
Киров-2,60.26,47.06,
Киров-3,59.84,48.27,
Киров-4,59.42,47.41,
Киров-5,59.38,48.99,
Киров-6,59.42,47.41,
Киров-7,59.38,48.99,
Киров-8,59.01,47.87,
Киров-9,58.31,47.09,
Киров-10,57.62,47.93,
Киров-11,57.29,47.86,
Киров-12,57.59,49.01,
Киров-13,58.00,49.10,
Киров-14,58.31,48.30,
Киров-15,58.39,49.05,
Киров-16,59.04,49.27,
Киров-17,58.58,49.64,
Киров-18,58.54,50.05,
Киров-19,58.10,49.92,
Киров-20,57.55,49.93,
Киров-21,57.10,49.99,
Киров-22,56.52,50.68,
Киров-23,56.22,51.05,
Киров-24,56.95,51.08,
Киров-25,57.50,50.50,
Киров-26,57.75,51.49,
Киров-27,57.83,50.74,
Киров-28,58.40,51.13,
Киров-29,58.72,50.18,
Киров-30,59.32,50.80,
Киров-31,58.84,50.83,
Киров-31,58.67,52.18,
Киров-33,59.34,52.23,
Киров-34,58.85,53.26,
Киров-35,59.72,52.64,
Краснодар-1,45.03,38.96,
Санкт-Петербург-1,59.94,29.40,
Санкт-Петербург-2,59.90,30.27,
Санкт-Петербург-3,59.89,30.38,
Санкт-Петербург-4,59.82,30.24,
Санкт-Петербург-5,59.53,30.82,
Санкт-Петербург-6,60.15,31.85,
Санкт-Петербург-7,59.76,28.98,
Санкт-Петербург-8,59.43,30.13,
Санкт-Петербург-9,60.30,30.48,
Санкт-Петербург-10,60.62,29.43,
Новосибирск-1,55.38,78.16,
Новосибирск-2,54.72,78.52,
Новосибирск-3,54.08,79.00,
Новосибирск-4,55.25,79.39,
Новосибирск-5,54.44,80.32,
Новосибирск-6,54.24,80.23,
Новосибирск-7,55.20,80.10,
Новосибирск-8,55.08,80.82,
Новосибирск-9,54.92,81.46,
Новосибирск-10,54.33,81.53,
Новосибирск-11,53.83,82.30,
Новосибирск-12,55.26,82.80,
Новосибирск-13,54.86,82.84,
Новосибирск-14,54.62,83.59,
Новосибирск-15,54.28,83.53,
Новосибирск-16,55.44,83.46,
Новосибирск-17,54.34,83.94,
Новосибирск-18,55.13,84.60,
Новосибирск-19,55.89,84.36,
Омск-1,55.00,73.34,
Самара-1,53.18,50.15,
Самара-2,53.24,50.28,
Самара-3,52.79,51.16,
Самара-4,52.61,51.44,
Самара-5,52.47,51.21,
Самара-6,52.47,51.21,
Оренбург-1,52.80,52.25,
Оренбург-2,52.41,53.16,
Оренбург-3,52.58,53.16,
Оренбург-4,53.06,54.48,
Оренбург-5,52.41,54.97,
Татарстан-1,55.75,49.08,
Татарстан-2,55.96,49.30,
Татарстан-3,56.36,49.94,
Татарстан-4,55.80,49.77,
Татарстан-5,55.36,49.61,
Татарстан-6,54.43,50.71,
Татарстан-7,55.69,52.47,
Татарстан-8,56.05,54.18,
Татарстан-9,56.44,54.29,
Татарстан-10,54.95,52.43,
Татарстан-11,54.51,52.79,
Татарстан-12,56.00,53.25,
Калининград-1,54.59,22.20,
Калининград-2,54.94,22.49,
Калининград-3,54.46,19.94,
Калининград-4,54.44,21.01,
Калининград-5,54.53,21.73,
Калининград-6,55.04,21.67,
Ульяновск-1,54.30,48.39,
ЯНАО-1,71.22,72.11,
Краснодар-2,45.01,39.25,
Краснодар-3,45.05,38.76,
Краснодар-4,45.23,39.00,
Тюмень-1,57.14,65.51,
Тюмень-2,57.92,66.66,
Тюмень-3,57.70,67.78,
Тюмень-4,58.20,68.32,
Тюмень-5,57.92,69.18,
Тюмень-6,59.202,69.60,
Тюмень-7,59.75,70.32,
Тюмень-8,56.39,65.36,
Тюмень-9,56.17,66.19,
Тюмень-10,56.69,66.55,
Тюмень-11,56.11,69.45,
Тюмень-12,55.63,69.14,
Тюмень-13,56.00,68.41,
Тюмень-14,56.32,67.62,
Тюмень-15,56.91,67.07,
Тюмень-16,56.72,67.40,
Тюмень-17,56.62,68.59,
Тюмень-18,57.24,69.25,
Тюмень-19,55.53,70.43,
Тюмень-20,56.30,70.74,
Тюмень-21,57.04,71.31,
Тюмень-22,56.81,69.82,
Тюмень-23,54.30,48.39,
Московская область-1,56.72,37.52,
Московская область-2,56.32,36.72,
Московская область-3,56.30,38.13,
Московская область-4,56.03,35.95,
Московская область-5,55.90,37.73,
Московская область-6,55.80,38.97,
Московская область-7,55.58,39.54,
Московская область-8,55.67,37.25,
Московская область-9,55.34,36.18,
Московская область-10,54.91,37.41,
Московская область-11,54.88,38.06,
Московская область-12,54.84,38.17,
Московская область-13,54.46,38.71,
Московская область-14,55.31,38.66,
Московская область-15,55.37,37.53,
Московская область-16,54.95,39.02,
Красноярск-1,58.18,92.51,
Красноярск-2,57.69,93.27,
Красноярск-3,56.90,93.14,
Красноярск-4,56.83,95.22,
Красноярск-5,56.23,96.07,
Красноярск-6,55.95,94.69,
Красноярск-7,55.71,93.74,
Красноярск-8,56.49,93.27,
Красноярск-9,56.20,89.49,
Красноярск-10,56.25,90.49,
Красноярск-11,56.16,91.39,
Красноярск-12,55.31,89.83,
Красноярск-13,55.38,91.61,
Красноярск-14,55.00,90.97,
Красноярск-15,54.37,92.13,
Красноярск-16,53.88,92.67,
Красноярск-17,53.70,91.69,
Красноярск-18,55.96,92.36,
Красноярский край-19,55.88,92.88,
Красноярский край-20,55.71,89.62,
Красноярский край-21,56.23,96.07,
Красноярский край-22,53.70,91.69,
Красноярский край-23,54.39,93.62,
Адлер,43.44,39.91,
Апшеронск,44.46,39.73,
Горячий ключ,44.61,39.25,
Красная поляна,43.68,40.20,
Головинка,43.80,39.47,
Туапсе,44.10,39.07,
Одинцово,55.67,37.25,
Ершово,55.76,36.85,
Кубинка,55.57,36.70,
Голицыно,55.61,36.98,
Бурятия-2,55.08,110.10,
Бурятия-3,54.62,110.81,
Бурятия-4,53.17,108.92,
Бурятия-5,52.85,108.34,
Бурятия-6,51.83,107.55,
Бурятия-7,51.77,106.32,
Бурятия-8,51.25,104.92,
Бурятия-9,51.03,105.93,
Бурятия-10,53.22,110.10,
Бурятия-11,52.48,107.25,
Архангельск-1,64.54,40.55,
Архангельск-2,64.52,40.35,
Архангельск-3,64.49,40.59,
Архангельск-4,64.59,40.55,
Салехард,66.53,66.56,
Лабытнанги,66.65,66.40,
Уфа-1,54.71,55.96,
Уфа-2,54.68,55.93,
Новосибирск-20,55.56,75.69,
Новосибирск-21,55.68,76.75,
Новосибирск-22,55.21,75.96,
Новосибирск-23,55.31,76.76,
Новосибирск-24,55.36,77.70,
Новосибирск-25,54.70,76.58,
Новосибирск-26,54.35,77.29,
Новосибирск-27,54.09,77.66,
Новосибирск-28,53.73,78.04,
Новосибирск-29,54.76,77.71,
Новосибирск-30,55.60,80.60,
Новосибирск-31,54.84,80.27,
Новосибирск-32,54.00,79.25,
Новосибирск-33,53.81,82.33,
Новосибирск-34,55.23,84.41,
Новосибирск-35,56.53,76.56,
Воронеж-6,51.64,39.20,
Бурятия-12,51.65,101.65,
Бурятия-13,50.35,103.24,
Бурятия-14,53.59,109.63,
Бурятия-15,52.50,111.50,
Бурятия-16,52.14,109.81,
Бурятия-17,51.82,109.90,
Бурятия-18,50.34,106.25,
Омск-16,56.57,71.50,
Омск-17,56.55,72.96,
Омск-18,56.63,74.45,
Омск-19,56.58,75.86,
Омск-20,56.34,71.28,
Омск-21,56.11,72.56,
Омск-22,55.01,72.02,
Омск-23,54.89,73.44,
Омск-24,56.99,72.90,
Мурманск-Н,68.93,33.16,
Мончегорск,67.92,32.89,
Кандалакша,67.16,32.34,
Апатиты,67.56,33.42,
Никель,69.39,30.31,
Куршская коса,55.27,20.97,
Полесский,54.84,21.03,
Калининград,54.72,20.54,
Янтарный,54.87,20.00,
С-Пб-Н-1,59.90,30.27,
С-Пб-Н-2,59.90,30.33,
С-Пб-Н-3,59.86,30.44,
Мурино,60.04,30.44,
Александровская,59.66,30.13,
Усть-Ижора,59.80,30.59,
Ломоносов,59.91,29.74,
Кронштадт,60.01,29.74,
Смолячково,60.18,29.48,
Сургут,61.27,73.41,
Нефтеюганск,61.08,72.62,
Нижневартовск,60.95,76.44,
Лянтор,61.61,72.24,
Мегион,61.04,76.12,
Томск,56.41,85.00,
Новый Уренгой,66.07,76.71,
Петропавловск-Камчатский,53.02,158.82,
Татарстан-НГК-1,56.18,50.92,
Татарстан-НГК-2,56.09,49.86,
Татарстан-НГК-3,56.03,50.22,
Татарстан-НГК-4,55.78,49.11,
Татарстан-НГК-5,55.70,49.57,
Татарстан-НГК-6,55.37,48.16,
Татарстан-НГК-7,55.19,49.26,
Татарстан-НГК-8,54.93,48.84,
Татарстан-НГК-9,55.47,50.20,
Татарстан-НГК-10,55.66,51.41,
РР-Хабаровск,48.48,135.08,
РР-Каменск-Шахтинский,48.29,40.25,
РР-Нижний Новгород,56.31,43.98,
РР-Воронеж,51.65,39.19,
РР-Киров,58.58,49.64,
РР-Краснодар,45.02,38.98,
РР-Петербург,59.89,30.30,
РР-Новосибирск,55.02,82.91,
РР-Самара,53.19,50.17,
РР-Оренбург,51.76,55.09,
РР-Смоленск,54.77,32.00,
РР-Калининград,54.70,20.50,
РР-Тверь,56.85,35.91,
РР-Тюмень,57.17,65.56,
РР-Ульяновск,54.30,48.39,
РР-Красноярск,56.01,92.85,
РР-Иркутск,52.27,104.29,
РР-Абакан,53.72,91.44,
РР-Владивосток,43.12,131.93,
РР-Пенза,53.19,45.02,
РР-Курган,55.44,65.33,
РР-Псков,57.81,28.33,
РР-Кострома,57.76,40.93,
РР-Благовещенск,50.27,127.53,
РР-Свободный,51.39,128.13,
РР-Южно-Сахалинск,46.95,142.72,
РР-Липецк,52.60,39.59,
РР-Пятигорск,44.05,43.02,
РР-Саратов,51.53,45.99,
РР-Курск,51.71,36.17,
РР-Старый Оскол,51.29,37.83,
ГСИ-Уфа,54.73,55.94,
ГСИ-Екб,56.83,60.58,
ГСИ-Крск,56.01,92.84,
ГСИ-Нск,55.02,82.91,
Москва юго-запад,55.66,37.54,
Белев,53.81,36.13,
Чехов,55.15,37.49,
Чернь,53.45,36.91,
Ефремов,53.15,38.12,
Истра,55.91,36.86,
Казань,55.79,49.12,
Кимовск,53.97,38.53,
Москва центр,55.76,37.56,
Наро-Фоминск,55.38,36.73,
Пушкино,56.02,37.86,
Руза,55.70,36.19,
Саратов-1,51.55,46.02,
Суворов,54.13,36.50,
Сыктывкар,61.66,50.82,
Тула,54.19,37.59,
Тюмень,57.16,65.55,
Воронеж-1,51.66,39.18,
Воскресенск,55.32,38.66,
Ярославль,57.61,39.86,
Заокский,54.74,37.40,
Гагарин,55.55,35.00,
Смоленск,54.78,32.01,
Починок,54.41,32.44,
Сафоново,55.12,33.23,
Ярцево,55.06,32.70,
Ельня,54.58,33.19,
Угра,54.78,34.32,
Демидов,55.27,31.50,
Велиж,55.61,31.20,
Рудня,54.95,31.09,
Сычевка,55.83,34.28,
Рославль,53.95,32.85,
Вязьма,55.20,34.30,
Рыбинск,58.05,38.85,
Мурманск центр,68.96,33.09,
Мурманск север,69.02,33.09,
Вологда,59.22,39.88,
Владимир,56.14,40.40,
Рязань,54.63,39.74,
Мурманск юг,68.90,33.07,
Ростов-на-Дону-2,47.23,39.73,
Ростов-на-Дону-3,49.37,40.15,
Ростов-на-Дону-4,49.63,41.72,
Ростов-на-Дону-5,48.26,40.21,
Ростов-на-Дону-6,48.35,41.82,
Ростов-на-Дону-7,47.58,41.09,
Ростов-на-Дону-8,47.53,42.16,
Ростов-на-Дону-9,46.84,40.30,
Воронеж-2,51.65,39.19,
Воронеж-3,51.36,42.09,
Воронеж-4,50.19,39.57,
Воронеж-5,50.42,41.00,
Краснодар-5,45.03,38.95,
Краснодар-6,46.08,38.96,
Краснодар-7,45.85,40.10,
Краснодар-8,44.88,40.58,
Краснодар-9,44.09,39.07,
Краснодар-10,43.66,39.66,
Краснодар-11,44.86,38.15,
Краснодар-12,44.45,39.73,
Волгоград-1,48.70,44.51,
Волгоград-2,50.80,44.55,
Волгоград-3,50.09,45.40,
Волгоград-4,50.52,42.67,
Волгоград-5,49.76,43.63,
Волгоград-6,49.28,43.03,
Волгоград-7,48.60,42.85,
Самара-7,53.20,50.19,
Самара-8,53.51,49.41,
Самара-9,53.15,48.48,
Саратов-2,51.53,46.00,
Саратов-3,52.27,49.10,
Саратов-4,51.98,47.82,
Саратов-5,52.25,43.78,
Саратов-6,51.87,44.99,
Саратов-7,51.54,43.17,
Ставрополь-1,45.04,41.96,
Ставрополь-2,45.36,41.70,
Ставрополь-3,44.19,43.13,
Ставрополь-4,44.79,44.15,
Ставрополь-5,45.32,42.87,
Смоленск-1,55.60,31.19,
Смоленск-2,55.25,31.47,
Смоленск-3,54.96,31.07,
Смоленск-4,54.77,32.04,
Смоленск-5,54.39,32.43,
Смоленск-6,53.97,32.85,
Смоленск-7,54.58,33.20,
Смоленск-8,55.08,32.71,
Смоленск-9,55.14,33.24,
Смоленск-10,54.83,34.36,
Смоленск-11,55.54,35.00,
Смоленск-12,55.87,34.33,
Оренбург-6,51.76,55.09,
Новосибирск-20,54.95,83.02,
Новосибирск-21,54.09,82.94,
Новосибирск-22,54.32,84.44,
Алтайский край-1,53.33,83.79,
Алтайский край-2,53.73,85.07,
Алтайский край-3,55.87,34.33,
Иркутск-1,52.27,104.28,
Иркутск-2,53.11,103.13,
Бурятия-1,51.79,107.66,
Хабаровск-2,48.45,135.08,
Хабаровск-3,50.50,137.02,
Ржев,56.27,34.33,
Вышний Волочек,57.58,34.57,
Нелидово,56.23,32.77,
Андреаполь,56.65,32.27,
Осташков,57.15,33.12,
Раменское,55.57,38.21,
Тюмень,57.18,65.55,
Арзамас,55.39,43.82,
Владимир,56.12,40.37,
Иваново,56.99,40.97,
Пестяки,56.70,42.67,
Калязин,57.23,37.82,
Солнечногорск,56.18,36.98,
Кинешма,57.44,42.16,
Тверь,56.86,35.93,
Муром,55.56,42.03,
Череповец,59.12,37.90,
Нижний Новгород,56.30,44.00,
Наро-Фоминск,55.38,36.72,
Петушки,55.92,39.46,
Коломна,55.08,38.78,
Ярославль,57.63,39.86,
Рязань,54.60,39.71,
Вологда,59.22,39.87,
Переславль-Залесский,56.74,38.86,
Рыбинск,58.04,38.84,
Любим,58.35,40.68,
Омск-2,54.59,71.55,
Омск-3,54.26,72.81,
Омск-4,54.13,74.63,
Омск-5,57.58,72.29,
Омск-6,57.72,73.17,
Омск-7,57.51,74.44,
Омск-8,58.00,75.21,
Омск-9,57.65,75.52,
Омск-10,57.27,75.32,
Омск-11,57.28,74.14,
Омск-12,57.34,72.69,
Омск-13,56.91,71.8,
Омск-14,56.99,72.90,
Омск-15,56.96,75.39,
Владимир-2,56.13,40.40,
Владимир-3,56.40,40.46,
Владимир-4,55.67,40.72,
Владимир-5,55.64,39.22,
Владимир-6,56.26,38.80,
ЯНАО-2,65.55,72.58,
ЯНАО-3,65.92,78.18,
ЯНАО-4,64.90,77.74,
ЯНАО-5,64.48,76.70,
ЯНАО-6,64.37,77.54,
ЯНАО-7,63.72,75.95,
ЯНАО-8,63.78,74.54,
ЯНАО-9,64.28,75.88,
ЯНАО-10,63.17,75.42,
ЯНАО-11,62.97,77.00,
ALME,54.9039574666667,52.3110133694444,http://smartnet.navgeocom.ru
ARSK,56.0777690972222,49.904559225,http://smartnet.navgeocom.ru
ASTR,46.3180521722222,48.0536362805556,http://smartnet.navgeocom.ru
DMGR,54.2190908888889,49.6256818,http://smartnet.navgeocom.ru
DMIT,56.3271737083333,37.539376375,http://smartnet.navgeocom.ru
ESSE,44.0461972666667,42.8530347861111,http://smartnet.navgeocom.ru
GAIS,55.7011750333333,37.5424234555556,http://smartnet.navgeocom.ru
IZHV,56.7941133083333,53.1840816888889,http://smartnet.navgeocom.ru
KABC,55.4004737361111,48.1966667138889,http://smartnet.navgeocom.ru
KARS,54.1950599305556,46.9748602666667,http://smartnet.navgeocom.ru
KRAS,45.0089091722222,38.9674171638889,http://smartnet.navgeocom.ru
KUKM,56.181083375,50.9330920361111,http://smartnet.navgeocom.ru
KULA,55.71999085,49.4991335777778,http://smartnet.navgeocom.ru
MAMA,55.6549551027778,51.3965952583333,http://smartnet.navgeocom.ru
MAYK,44.6131440388889,40.074854475,http://smartnet.navgeocom.ru
MAYS,43.5701072638889,44.0615425277778,http://smartnet.navgeocom.ru
NALC,43.493973325,43.5810459527778,http://smartnet.navgeocom.ru
NEFT,52.7974324944444,51.1632320027778,http://smartnet.navgeocom.ru
NOVK,53.7498829694444,87.1305841861111,http://smartnet.navgeocom.ru
NOVR,44.7202291611111,37.7660550194444,http://smartnet.navgeocom.ru
NOVS,53.1440600583333,47.7616213972222,http://smartnet.navgeocom.ru
OTRA,53.3731907444444,51.3535073111111,http://smartnet.navgeocom.ru
PYAT,44.0294967638889,43.0443232833333,http://smartnet.navgeocom.ru
RAMN,55.5714812861111,38.2127497583333,http://smartnet.navgeocom.ru
ROST,47.2406741694444,39.5935506972222,http://smartnet.navgeocom.ru
SAMR,53.2131246805556,50.2158553777778,http://smartnet.navgeocom.ru
SART,51.5350827166667,46.0106542222222,http://smartnet.navgeocom.ru
SOCH,43.5893288833333,39.7261182722222,http://smartnet.navgeocom.ru
SYZR,53.1627560833333,48.4710180361111,http://smartnet.navgeocom.ru
TAGN,47.2101252833333,38.9378022222222,http://smartnet.navgeocom.ru
TETU,54.9540694805556,48.8394536944444,http://smartnet.navgeocom.ru
TIRN,43.3936902305555,42.9217121388889,http://smartnet.navgeocom.ru
TOLY,53.5340403305556,49.2606910527778,http://smartnet.navgeocom.ru
TULA,54.1739190444444,37.6161831916667,http://smartnet.navgeocom.ru
TYLA,55.8870999694444,50.2250358361111,http://smartnet.navgeocom.ru
TYMN,57.1621736055555,65.5199297027778,http://smartnet.navgeocom.ru
USLN,55.7666030722222,48.9636815583333,http://smartnet.navgeocom.ru
VNUK,55.6067434222222,37.2885787027778,http://smartnet.navgeocom.ru
YARO,57.6316406472222,39.8466979916667,http://smartnet.navgeocom.ru
ZELN,43.859984675,41.5843831388889,http://smartnet.navgeocom.ru
БС Архангельск,64.537679,40.535616,http://gnss.gsi.ru/
БС Уфа,54.736435,55.985494,http://gnss.gsi.ru/
БС Нижний Новгород,56.311289,43.989139,http://gnss.gsi.ru/
БС Самара,53.218094,50.248906,http://gnss.gsi.ru/
БС Ростов-на-Дону,47.23134,39.71289,http://gnss.gsi.ru/
БС Алматы,43.249624,76.912016,http://gnss.gsi.ru/
БС Воронеж,51.700419,39.181769,http://gnss.gsi.ru/
БС Екатеринбург,56.82288,60.60235,http://gnss.gsi.ru/
БС Новосибирск,55.03240,82.92695,http://gnss.gsi.ru/
БС Красноярск,56.04909,92.919932,http://gnss.gsi.ru/
БС Хабаровск,48.475458,135.075936,http://gnss.gsi.ru/
БС С.Петербург,59.888333,30.375556,http://gnss.gsi.ru/
БС Владикавказ,43.065095,44.674702,http://gnss.gsi.ru/
БС Москва,55.7793,37.6913472,http://gnss.gsi.ru/
БС Анна,51.48301,40.43115,http://topnet.gsi.ru
БС Липецк,52.58150,39.52547,http://topnet.gsi.ru
БС Кузнецк,53.11825,46.58762,http://topnet.gsi.ru
БС Калининград,54.73855,20.50900,http://topnet.gsi.ru
БС Великий Новгород,58.50989,31.24180,http://topnet.gsi.ru
БС Геленджик,44.53468,38.09719,http://topnet.gsi.ru
БС Хабаровск,48.46895,135.08545,http://topnet.gsi.ru
БС Тамбов,52.72230,41.44692,http://topnet.gsi.ru
БС Грозный,43.32161,45.7261,http://topnet.gsi.ru
БС Екатеринбург,56.82287,60.60235,http://topnet.gsi.ru
БС Севастополь,44.59914,33.52138,http://topnet.gsi.ru
БС Нижневартовск,60.93722,76.56283,http://topnet.gsi.ru
БС Ливны,52.42076,37.60640,http://topnet.gsi.ru
БС Москва,55.77929,37.69134,http://topnet.gsi.ru
БС Воскресенск,38.68077,55.31405,http://topnet.gsi.ru
БС Великие Луки,56.35320,30.52859,http://topnet.gsi.ru
БС Нижний Новгород,56.31129,43.98913,http://topnet.gsi.ru
БС Самара,53.21810,50.24889,http://topnet.gsi.ru
БС Чита,52.07262,113.47750,http://topnet.gsi.ru
БС Большая Речка,51.94626,104.75136,http://topnet.gsi.ru
БС Владикавказ,43.06510,44.67470,http://topnet.gsi.ru
БС Якутск,62.04277,129.73693,http://topnet.gsi.ru
БС Кимры,56.87168,37.35583,http://topnet.gsi.ru
БС Санкт-Петербург,60.06957,30.37396,http://topnet.gsi.ru
БС Альметьевск,54.88718,52.30623,http://topnet.gsi.ru
БС Венев,54.35013,38.26721,http://topnet.gsi.ru
БС Ростов-на-Дону,47.24093,39.83532,http://topnet.gsi.ru
БС Архангельское,54.40979,56.78966,http://topnet.gsi.ru
БС Горностаевка,45.27778,36.18823,http://topnet.gsi.ru
БС Архангельск,64.53769,40.53579,http://topnet.gsi.ru
БС Красноярск,56.04901,92.91902,http://topnet.gsi.ru
БС Ижевск,56.84746,53.29065,http://topnet.gsi.ru
БС Мурманск,68.9726,33.09685,http://topnet.gsi.ru
БС Вольно-Надеждинское,43.37199,131.98998,http://topnet.gsi.ru
БС Вознесенье,61.01277,35.46692,http://topnet.gsi.ru
БС Восточный,51.76454,128.11225,http://topnet.gsi.ru
БС Сочи,43.58174,39.77496,http://topnet.gsi.ru
БС Белогорье,40.01500,50.49427,http://topnet.gsi.ru
БС Красноуфимск,56.61936,57.77162,http://topnet.gsi.ru
БС Казань,55.83669,49.07763,http://topnet.gsi.ru
БС Серпухов,54.92210,37.43564,http://topnet.gsi.ru
БС Псков,57.82512,28.33915,http://topnet.gsi.ru
БС Иркутск,52.28113,104.30184,http://topnet.gsi.ru
БС Аскино,56.08437,56.57787,http://topnet.gsi.ru
БС Пенза,53.19428,45.013,http://topnet.gsi.ru
БС Золотое Поле,45.12729,34.99244,http://topnet.gsi.ru
БС Молодовое,52.86795,35.29692,http://topnet.gsi.ru
БС Волосово,59.45036,29.48983,http://topnet.gsi.ru
БС Набережные Челны,55.62125,52.17286,http://topnet.gsi.ru
БС Симферополь,44.94106,34.09675,http://topnet.gsi.ru
БС Туапсе,44.10915,39.07049,http://topnet.gsi.ru
БС Воронеж,51.70043,39.18178,http://topnet.gsi.ru
